Wysokość (h [m]),Siła ciążenia (Fg [N]),Temperatura (T [K]),Ciśnienie (p [Pa]),Gęstość powietrza (ρ [kg/m^3])
9170,359.268,230.055,25976.99565557018,0.39336860341557833
9180,359.07200000000006,229.97,25925.41512102468,0.3927326270691015
9190,358.876,229.885,25873.898975775563,0.3920971561835773
9200,358.68000000000006,229.8,25822.44720104803,0.3914621910352743
9210,358.48400000000004,229.715,25771.059778010167,0.39082773190000386
9220,358.28800000000007,229.63,25719.73668777295,0.39019377905311925
9230,358.09200000000004,229.54500000000002,25668.477911390182,0.38956033276951385
9240,357.896,229.45999999999998,25617.283429858504,0.3889273933236206
9250,357.70000000000005,229.375,25566.15322411737,0.3882949609894107
9260,357.504,229.29,25515.08727504896,0.38766303604039126
9270,357.30800000000005,229.20499999999998,25464.08556347828,0.38703161874960623
9280,357.112,229.12,25413.148070173007,0.3864007093896331
9290,356.91600000000005,229.035,25362.274775843536,0.38577030823258274
9300,356.72,228.95,25311.46566114297,0.3851404155500982
9310,356.524,228.865,25260.72070666703,0.3845110316133527
9320,356.32800000000003,228.78,25210.039892954122,0.38388215669304976
9330,356.132,228.695,25159.423200485206,0.38325379105942026
9340,355.93600000000004,228.61,25108.870609683876,0.38262593498222264
9350,355.74,228.52499999999998,25058.38210091628,0.3819985887307414
9360,355.54400000000004,228.44,25007.957654491103,0.38137175257378486
9370,355.348,228.355,24957.597250659557,0.3807454267796854
9380,355.15200000000004,228.27,24907.300869615345,0.38011961161629704
9390,354.956,228.185,24857.06849149467,0.3794943073509952
9400,354.76000000000005,228.10000000000002,24806.900096376154,0.37886951425067433
9410,354.564,228.015,24756.795664280857,0.3782452325817476
9420,354.36800000000005,227.93,24706.7551751723,0.3776214626101458
9430,354.172,227.845,24656.778608956305,0.3769982046013146
9440,353.97600000000006,227.76,24606.865945481153,0.37637545882021584
9450,353.78000000000003,227.675,24557.017164537385,0.37575322553132334
9460,353.584,227.59,24507.23224585792,0.3751315049986242
9470,353.38800000000003,227.505,24457.511169117966,0.37451029748561626
9480,353.192,227.42000000000002,24407.853913934992,0.37388960325530674
9490,352.99600000000004,227.335,24358.260459868765,0.3732694225702121
9500,352.8,227.25,24308.730786421238,0.3726497556923553
9510,352.60400000000004,227.16500000000002,24259.264873036627,0.3720306028832659
9520,352.408,227.07999999999998,24209.862699101333,0.3714119644039782
9530,352.212,226.995,24160.524243943913,0.3707938405150296
9540,352.016,226.91,24111.249486835106,0.3701762314764605
9550,351.82,226.825,24062.038406987755,0.3695591375478116
9560,351.624,226.74,24012.890983556863,0.3689425589881242
9570,351.428,226.655,23963.807195639478,0.3683264960559376
9580,351.2320000000001,226.57,23914.787022274744,0.36771094900928836
9590,351.036,226.485,23865.830442443883,0.3670959181057098
9600,350.84,226.4,23816.937435070107,0.36648140360222925
9610,350.64400000000006,226.315,23768.107979018678,0.36586740575536814
9620,350.448,226.23000000000002,23719.342053096843,0.36525392482114
9630,350.25200000000007,226.14499999999998,23670.639636053806,0.36464096105504934
9640,350.05600000000004,226.06,23622.000706580777,0.36402851471209097
9650,349.86000000000007,225.97500000000002,23573.42524331085,0.3634165860467475
9660,349.66400000000004,225.89,23524.91322481907,0.36280517531298956
9670,349.4680000000001,225.805,23476.46462962237,0.36219428276427323
9680,349.27200000000005,225.72,23428.079436179567,0.36158390865353984
9690,349.076,225.635,23379.757622891353,0.36097405323321413
9700,348.88000000000005,225.55,23331.49916810025,0.360364716755203
9710,348.684,225.465,23283.30405009061,0.3597558994708945
9720,348.48800000000006,225.38,23235.172247088583,0.35914760163115617
9730,348.29200000000003,225.29500000000002,23187.103737262143,0.3585398234863345
9740,348.09600000000006,225.21,23139.09849872099,0.35793256528625284
9750,347.90000000000003,225.125,23091.156509516608,0.3573258272802107
9760,347.70400000000006,225.04000000000002,23043.27774764223,0.3567196097169824
9770,347.50800000000004,224.95499999999998,22995.462191032762,0.35611391284481536
9780,347.312,224.87,22947.709817564864,0.35550873691142953
9790,347.11600000000004,224.785,22900.020605056838,0.35490408216401553
9800,346.92,224.7,22852.39453126869,0.354299948849234
9810,346.72400000000005,224.615,22804.831573902047,0.3536963372132135
9820,346.528,224.53,22757.331710600174,0.35309324750154986
9830,346.33200000000005,224.445,22709.89491894799,0.3524906799593052
9840,346.136,224.36,22662.52117647196,0.3518886348310055
9850,345.94,224.275,22615.210460640174,0.35128711236064075
9860,345.744,224.19,22567.96274886227,0.3506861127916625
9870,345.548,224.10500000000002,22520.778018489444,0.35008563636698325
9880,345.35200000000003,224.01999999999998,22473.65624681443,0.3494856833289751
9890,345.156,223.935,22426.59741107148,0.34888625391946826
9900,344.96000000000004,223.85,22379.601488436354,0.3482873483797499
9910,344.764,223.765,22332.66845602629,0.3476889669505629
9920,344.568,223.68,22285.79829090002,0.3470911098721046
9930,344.372,223.595,22238.99097005772,0.34649377738402565
9940,344.176,223.51,22192.24647044099,0.34589696972542794
9950,343.98,223.425,22145.564768932916,0.34530068713486484
9960,343.784,223.34,22098.945842357934,0.34470492985033824
9970,343.588,223.255,22052.38966748191,0.3441096981092985
9980,343.392,223.17000000000002,22005.89622101211,0.34351499214864273
9990,343.1960000000001,223.08499999999998,21959.465479597126,0.3429208122047133
10000
